articleID,reportedValue,obtainedValue,valueType,percentageError,comparisonOutcome,eyeballCheck
4-1-2015_PS,4.05,10.5,F,159.25925925925927,MAJOR_ERROR,NA
4-1-2015_PS,10,10,df,0,MATCH,NA
4-1-2015_PS,37,460,df,1143.2432432432431,MAJOR_ERROR,NA
4-1-2015_PS,<.001,4.597895700742224e-16,p,NA,MATCH,TRUE
4-1-2015_PS,5.95,43.75,F,635.2941176470588,MAJOR_ERROR,NA
4-1-2015_PS,10,10,df,0,MATCH,NA
4-1-2015_PS,37,460,df,1143.2432432432431,MAJOR_ERROR,NA
4-1-2015_PS,<.001,1.213987532720068e-60,p,NA,MATCH,TRUE
